Name,UIN,Status,Job Title,Department,Hire Year,Permissions,Permission last accessed,Last Recertification Date,Previous role,Access Risk level,Can be automatically recertified,Needs human review,Recertification Frequency 
Cameron Garcia,118081650,Faculty,Associate Professor,Physics,2021,Gradescope,03/29/2025 15:40:31,08/01/24 0:00:00,,0.69,yes,yes,Anually
Cameron Garcia,118081650,Faculty,Associate Professor,Physics,2021,Physix Data Core,04/01/2025 15:40:31,08/16/24 0:00:00,,0.28,no,yes,Anually
Jamie Martinez,194272959,Undergraduate Student,Lab Assistant,Computer Science,2023,Building Access,04/04/2025 15:40:31,07/11/24 0:00:00,Lab Assistant,0.53,yes,no,Bianually
Jamie Martinez,194272959,Undergraduate Student,Lab Assistant,Computer Science,2023,Lab Equipment Reservation,03/26/2025 15:40:31,10/27/24 0:00:00,,0.36,yes,no,Anually
Jamie Lee,119570346,Undergraduate Student,Peer Tutor,Physics,2019,Gradescope,04/09/2025 15:40:31,01/01/25 0:00:00,,0.69,yes,yes,Anually
Jamie Lee,119570346,Undergraduate Student,Peer Tutor,Physics,2019,Blackboard,04/18/2025 15:40:31,12/06/24 0:00:00,Lab Assistant,0.77,yes,no,Anually
Cameron Lee,165673258,Faculty,Assistant Professor,Computer Science,2020,Blackboard,04/15/2025 15:40:31,12/26/24 0:00:00,,0.63,yes,no,Anually
Cameron Lee,165673258,Faculty,Assistant Professor,Computer Science,2020,Gradescope,03/25/2025 15:40:31,07/09/24 0:00:00,,0.49,no,yes,Bianually
Cameron Lee,165673258,Faculty,Assistant Professor,Computer Science,2020,CompSci Research Hub,04/17/2025 15:40:31,09/15/24 0:00:00,,0.51,no,yes,Anually
Taylor Johnson,153685772,Faculty,Associate Professor,Physics,2020,Blackboard,03/23/2025 15:40:31,12/29/24 0:00:00,,0.21,no,no,Anually
Taylor Johnson,153685772,Faculty,Associate Professor,Physics,2020,Gradescope,03/22/2025 15:40:31,11/17/24 0:00:00,,0.09,yes,yes,Anually
Taylor Johnson,153685772,Faculty,Associate Professor,Physics,2020,Physix Data Core,04/11/2025 15:40:31,09/25/24 0:00:00,,0.39,no,yes,Bianually
Jordan Martinez,109337860,Graduate Student,Teaching Assistant,Library,2019,Gradescope,04/10/2025 15:40:31,09/14/24 0:00:00,,0.35,yes,yes,Bianually
Jordan Martinez,109337860,Graduate Student,Teaching Assistant,Library,2019,Course Management System,03/27/2025 15:40:31,07/06/24 0:00:00,Research Assistant,0.61,no,yes,Anually
Morgan Lee,125973077,Staff,HR Coordinator,Finance,2021,HR Portal,03/25/2025 15:40:31,08/13/24 0:00:00,Financial Aid Officer,0.43,yes,no,Anually
Morgan Lee,125973077,Staff,HR Coordinator,Finance,2021,Employee Records Access,04/18/2025 15:40:31,10/01/24 0:00:00,,0.66,no,no,Anually
Taylor Johnson,140253334,Faculty,Associate Professor,Physics,2024,Blackboard,04/01/2025 15:40:31,08/15/24 0:00:00,Professor,0.48,yes,no,Bianually
Taylor Johnson,140253334,Faculty,Associate Professor,Physics,2024,Gradescope,03/31/2025 15:40:31,06/29/24 0:00:00,,0.59,no,yes,Anually
Taylor Johnson,140253334,Faculty,Associate Professor,Physics,2024,Physix Data Core,03/29/2025 15:40:31,12/04/24 0:00:00,,0.55,yes,no,Anually
Jamie Johnson,123374382,Faculty,Associate Professor,Biology,2024,Blackboard,04/09/2025 15:40:31,01/08/25 0:00:00,,0.24,no,yes,Bianually
Jamie Johnson,123374382,Faculty,Associate Professor,Biology,2024,Gradescope,04/01/2025 15:40:31,11/16/24 0:00:00,Assistant Professor,0.51,no,yes,Anually
Jamie Johnson,123374382,Faculty,Associate Professor,Biology,2024,BioData Central,04/18/2025 15:40:31,08/09/24 0:00:00,,0.84,yes,no,Anually
Taylor Lee,133699884,Undergraduate Student,Peer Tutor,Engineering,2024,Gradescope,03/25/2025 15:40:31,07/13/24 0:00:00,Lab Assistant,0.32,yes,no,Anually
Taylor Lee,133699884,Undergraduate Student,Peer Tutor,Engineering,2024,Blackboard,03/24/2025 15:40:31,12/31/24 0:00:00,,0.07,yes,yes,Anually
Casey Smith,180345416,Undergraduate Student,Library Assistant,IT,2021,Library System Access,04/04/2025 15:40:31,07/02/24 0:00:00,,0.31,yes,yes,Anually
Casey Smith,180345416,Undergraduate Student,Library Assistant,IT,2021,GSuite,04/10/2025 15:40:31,08/26/24 0:00:00,,0.54,no,yes,Bianually
Casey Garcia,156829730,Faculty,Assistant Professor,Chemistry,2019,Blackboard,04/15/2025 15:40:31,10/03/24 0:00:00,Associate Professor,0.81,yes,yes,Anually
Casey Garcia,156829730,Faculty,Assistant Professor,Chemistry,2019,Gradescope,04/19/2025 15:40:31,10/23/24 0:00:00,,0.54,yes,yes,Anually
Casey Garcia,156829730,Faculty,Assistant Professor,Chemistry,2019,ChemResearch Archive,03/25/2025 15:40:31,07/05/24 0:00:00,,0.43,no,no,Bianually
Morgan Lee,155462748,Graduate Student,Teaching Assistant,Engineering,2019,Gradescope,04/13/2025 15:40:31,07/11/24 0:00:00,Research Assistant,0.51,no,yes,Anually
Morgan Lee,155462748,Graduate Student,Teaching Assistant,Engineering,2019,Course Management System,03/23/2025 15:40:31,07/28/24 0:00:00,,0.58,yes,no,Anually
Alex Johnson,188957618,Staff,Building Manager,Physics,2021,Building Access,04/12/2025 15:40:31,09/22/24 0:00:00,,0.42,yes,no,Anually
Alex Johnson,188957618,Staff,Building Manager,Physics,2021,Maintenance System,04/14/2025 15:40:31,07/09/24 0:00:00,,0.77,no,yes,Anually
Taylor Martinez,107502305,Faculty,Associate Professor,Mathematics,2020,Blackboard,03/25/2025 15:40:31,12/23/24 0:00:00,,0.74,no,yes,Anually
Taylor Martinez,107502305,Faculty,Associate Professor,Mathematics,2020,Gradescope,04/12/2025 15:40:31,09/13/24 0:00:00,,0.77,yes,no,Bianually
Taylor Martinez,107502305,Faculty,Associate Professor,Mathematics,2020,MathNet Research DB,04/11/2025 15:40:31,08/16/24 0:00:00,,0.23,no,no,Anually
Casey Martinez,133409576,Undergraduate Student,Peer Tutor,Engineering,2020,Gradescope,04/06/2025 15:40:31,07/06/24 0:00:00,,0.26,yes,no,Anually
Casey Martinez,133409576,Undergraduate Student,Peer Tutor,Engineering,2020,Blackboard,04/03/2025 15:40:31,11/13/24 0:00:00,Library Assistant,0.37,yes,no,Anually
Cameron Martinez,114181015,Graduate Student,Research Assistant,Computer Science,2022,CompSci Research Hub,03/25/2025 15:40:31,07/26/24 0:00:00,,0.6,no,yes,Anually
Cameron Martinez,114181015,Graduate Student,Research Assistant,Computer Science,2022,GSuite,04/04/2025 15:40:31,10/06/24 0:00:00,,0.27,no,yes,Anually
Jordan Martinez,173689747,Faculty,Assistant Professor,Library,2024,Blackboard,03/27/2025 15:40:31,07/31/24 0:00:00,Assistant Professor,0.08,yes,no,Anually
Jordan Martinez,173689747,Faculty,Assistant Professor,Library,2024,Gradescope,04/05/2025 15:40:31,07/18/24 0:00:00,,0.68,yes,no,Anually
Jordan Martinez,173689747,Faculty,Assistant Professor,Library,2024,Library Research Vault,03/25/2025 15:40:31,08/26/24 0:00:00,Assistant Professor,0.32,yes,yes,Anually
Morgan Lee,142503729,Staff,IT Support,Physics,2021,System Admin Portal,04/13/2025 15:40:31,12/12/24 0:00:00,IT Support,0.11,no,yes,Anually
Morgan Lee,142503729,Staff,IT Support,Physics,2021,Network Access,04/05/2025 15:40:31,06/29/24 0:00:00,,0.54,no,no,Anually
Cameron Garcia,170808375,Faculty,Professor,Biology,2021,Blackboard,04/17/2025 15:40:31,12/03/24 0:00:00,,0.69,no,yes,Anually
Cameron Garcia,170808375,Faculty,Professor,Biology,2021,Gradescope,03/27/2025 15:40:31,12/09/24 0:00:00,,0.68,no,no,Bianually
Cameron Garcia,170808375,Faculty,Professor,Biology,2021,BioData Central,04/14/2025 15:40:31,12/26/24 0:00:00,,0.65,yes,no,Bianually
Jordan Martinez,175418828,Undergraduate Student,Lab Assistant,Library,2023,Building Access,03/28/2025 15:40:31,09/03/24 0:00:00,Library Assistant,0.35,no,yes,Bianually
Jordan Martinez,175418828,Undergraduate Student,Lab Assistant,Library,2023,Lab Equipment Reservation,03/22/2025 15:40:31,09/13/24 0:00:00,Peer Tutor,0.29,no,no,Anually
Jamie Martinez,138533973,Undergraduate Student,Lab Assistant,Biology,2018,Building Access,03/31/2025 15:40:31,09/27/24 0:00:00,,0.66,no,no,Anually
Jamie Martinez,138533973,Undergraduate Student,Lab Assistant,Biology,2018,Lab Equipment Reservation,04/13/2025 15:40:31,11/14/24 0:00:00,Lab Assistant,0.37,no,no,Bianually
Alex Lee,112952698,Faculty,Professor,Library,2024,Blackboard,04/06/2025 15:40:31,10/16/24 0:00:00,,0.79,yes,no,Anually
Alex Lee,112952698,Faculty,Professor,Library,2024,Gradescope,04/02/2025 15:40:31,10/27/24 0:00:00,Professor,0.27,no,no,Anually
Alex Lee,112952698,Faculty,Professor,Library,2024,Library Research Vault,03/24/2025 15:40:31,08/22/24 0:00:00,,0.25,no,yes,Anually
Taylor Smith,166422935,Graduate Student,Teaching Assistant,Mathematics,2019,Gradescope,04/13/2025 15:40:31,10/10/24 0:00:00,,0.49,no,yes,Bianually
Taylor Smith,166422935,Graduate Student,Teaching Assistant,Mathematics,2019,Course Management System,03/26/2025 15:40:31,10/22/24 0:00:00,,0.54,yes,yes,Anually
Cameron Lee,106563959,Graduate Student,Research Assistant,Library,2018,Library Research Vault,03/24/2025 15:40:31,07/19/24 0:00:00,,0.36,yes,no,Anually
Cameron Lee,106563959,Graduate Student,Research Assistant,Library,2018,GSuite,03/24/2025 15:40:31,12/15/24 0:00:00,,0.28,no,no,Anually
Morgan Martinez,173588568,Undergraduate Student,Peer Tutor,Mathematics,2021,Gradescope,04/10/2025 15:40:31,11/10/24 0:00:00,,0.27,yes,yes,Anually
Morgan Martinez,173588568,Undergraduate Student,Peer Tutor,Mathematics,2021,Blackboard,03/24/2025 15:40:31,08/19/24 0:00:00,,0.33,no,no,Anually
Casey Smith,150481516,Staff,Financial Aid Officer,Engineering,2022,Financial Aid System,04/03/2025 15:40:31,11/02/24 0:00:00,,0.67,no,yes,Anually
Casey Smith,150481516,Staff,Financial Aid Officer,Engineering,2022,Student Financial Records,03/29/2025 15:40:31,09/23/24 0:00:00,HR Coordinator,0.32,no,yes,Anually
Morgan Lee,190729956,Undergraduate Student,Library Assistant,Chemistry,2024,Library System Access,03/31/2025 15:40:31,07/27/24 0:00:00,,0.21,yes,no,Bianually
Morgan Lee,190729956,Undergraduate Student,Library Assistant,Chemistry,2024,GSuite,03/23/2025 15:40:31,10/05/24 0:00:00,,0.29,no,yes,Bianually
Jamie Brown,114234032,Graduate Student,Teaching Assistant,Biology,2021,Gradescope,04/05/2025 15:40:31,11/06/24 0:00:00,Research Assistant,0.48,no,no,Anually
Jamie Brown,114234032,Graduate Student,Teaching Assistant,Biology,2021,Course Management System,04/05/2025 15:40:31,11/25/24 0:00:00,,0.17,yes,yes,Anually
Taylor Johnson,140719723,Undergraduate Student,Library Assistant,Physics,2020,Library System Access,04/14/2025 15:40:31,10/06/24 0:00:00,,0.42,no,no,Anually
Taylor Johnson,140719723,Undergraduate Student,Library Assistant,Physics,2020,GSuite,04/01/2025 15:40:31,07/02/24 0:00:00,Peer Tutor,0.13,yes,no,Anually
Alex Johnson,160098400,Staff,Financial Aid Officer,Biology,2022,Financial Aid System,04/13/2025 15:40:31,11/28/24 0:00:00,Financial Aid Officer,0.59,yes,no,Bianually
Alex Johnson,160098400,Staff,Financial Aid Officer,Biology,2022,Student Financial Records,03/29/2025 15:40:31,07/02/24 0:00:00,HR Coordinator,0.22,yes,no,Bianually
Jamie Lee,191420388,Faculty,Professor,Computer Science,2022,Blackboard,03/30/2025 15:40:31,09/25/24 0:00:00,,0.54,no,yes,Bianually
Jamie Lee,191420388,Faculty,Professor,Computer Science,2022,Gradescope,03/24/2025 15:40:31,10/17/24 0:00:00,Professor,0.73,no,yes,Bianually
Jamie Lee,191420388,Faculty,Professor,Computer Science,2022,CompSci Research Hub,03/25/2025 15:40:31,07/14/24 0:00:00,,0.11,no,yes,Bianually
Jordan Johnson,175270345,Faculty,Professor,Chemistry,2020,Blackboard,04/14/2025 15:40:31,01/02/25 0:00:00,Associate Professor,0.44,no,no,Bianually
Jordan Johnson,175270345,Faculty,Professor,Chemistry,2020,Gradescope,04/06/2025 15:40:31,10/21/24 0:00:00,Professor,0.73,no,no,Bianually
Jordan Johnson,175270345,Faculty,Professor,Chemistry,2020,ChemResearch Archive,04/18/2025 15:40:31,07/27/24 0:00:00,,0.7,yes,no,Bianually
Morgan Smith,118181953,Undergraduate Student,Peer Tutor,IT,2023,Gradescope,04/20/2025 15:40:31,08/20/24 0:00:00,,0.94,yes,no,Bianually
Morgan Smith,118181953,Undergraduate Student,Peer Tutor,IT,2023,Blackboard,03/24/2025 15:40:31,07/17/24 0:00:00,,0.7,no,no,Bianually
Jamie Brown,174164200,Graduate Student,Research Assistant,IT,2021,Tech Infrastructure DB,04/10/2025 15:40:31,09/30/24 0:00:00,,0.55,yes,yes,Bianually
Jamie Brown,174164200,Graduate Student,Research Assistant,IT,2021,GSuite,04/20/2025 15:40:31,06/28/24 0:00:00,,0.88,no,yes,Anually
Taylor Garcia,153771089,Staff,IT Support,IT,2022,System Admin Portal,03/24/2025 15:40:31,10/12/24 0:00:00,,0.13,yes,no,Anually
Taylor Garcia,153771089,Staff,IT Support,IT,2022,Network Access,04/09/2025 15:40:31,11/25/24 0:00:00,,0.24,no,yes,Bianually
Jordan Lee,101139995,Graduate Student,Research Assistant,Physics,2022,Physix Data Core,04/19/2025 15:40:31,12/03/24 0:00:00,,0.84,yes,yes,Bianually
Jordan Lee,101139995,Graduate Student,Research Assistant,Physics,2022,GSuite,04/10/2025 15:40:31,12/04/24 0:00:00,,0.44,yes,no,Anually
Taylor Smith,124462529,Graduate Student,Teaching Assistant,IT,2018,Gradescope,03/23/2025 15:40:31,07/12/24 0:00:00,Teaching Assistant,0.81,yes,no,Bianually
Taylor Smith,124462529,Graduate Student,Teaching Assistant,IT,2018,Course Management System,03/28/2025 15:40:31,10/13/24 0:00:00,,0.16,yes,yes,Anually
Jamie Lee,113824872,Faculty,Associate Professor,Engineering,2023,Blackboard,04/11/2025 15:40:31,09/02/24 0:00:00,,0.32,yes,yes,Anually
Jamie Lee,113824872,Faculty,Associate Professor,Engineering,2023,Gradescope,04/15/2025 15:40:31,10/25/24 0:00:00,,0.43,no,yes,Anually
Jamie Lee,113824872,Faculty,Associate Professor,Engineering,2023,EngiData Repository,03/22/2025 15:40:31,07/24/24 0:00:00,,0.44,no,yes,Bianually
Jordan Brown,108206433,Undergraduate Student,Library Assistant,Finance,2020,Library System Access,04/01/2025 15:40:31,10/24/24 0:00:00,Peer Tutor,0.76,yes,no,Bianually
Jordan Brown,108206433,Undergraduate Student,Library Assistant,Finance,2020,GSuite,03/28/2025 15:40:31,09/01/24 0:00:00,,0.33,no,no,Bianually
Casey Martinez,185542412,Staff,IT Support,Library,2019,System Admin Portal,03/22/2025 15:40:31,12/29/24 0:00:00,Financial Aid Officer,0.86,no,yes,Bianually
Casey Martinez,185542412,Staff,IT Support,Library,2019,Network Access,03/30/2025 15:40:31,09/16/24 0:00:00,,0.21,no,no,Bianually
Taylor Martinez,140301475,Graduate Student,Research Assistant,Human Resources,2020,HR Research Repository,03/27/2025 15:40:31,12/23/24 0:00:00,Research Assistant,0.56,yes,no,Bianually
Taylor Martinez,140301475,Graduate Student,Research Assistant,Human Resources,2020,GSuite,04/20/2025 15:40:31,08/03/24 0:00:00,Research Assistant,0.28,no,yes,Anually
Jamie Brown,144299290,Graduate Student,Teaching Assistant,Computer Science,2022,Gradescope,03/31/2025 15:40:31,10/08/24 0:00:00,,0.5,no,yes,Anually
Jamie Brown,144299290,Graduate Student,Teaching Assistant,Computer Science,2022,Course Management System,04/13/2025 15:40:31,08/16/24 0:00:00,,0.11,no,no,Bianually
Morgan Johnson,119103074,Undergraduate Student,Peer Tutor,Physics,2022,Gradescope,04/16/2025 15:40:31,11/27/24 0:00:00,,0.55,no,no,Bianually
Morgan Johnson,119103074,Undergraduate Student,Peer Tutor,Physics,2022,Blackboard,03/30/2025 15:40:31,12/13/24 0:00:00,,0.77,no,no,Bianually
Morgan Garcia,180118379,Faculty,Assistant Professor,Library,2019,Blackboard,03/28/2025 15:40:31,12/31/24 0:00:00,,0.43,yes,no,Anually
Morgan Garcia,180118379,Faculty,Assistant Professor,Library,2019,Gradescope,04/12/2025 15:40:31,08/13/24 0:00:00,Assistant Professor,0.23,no,yes,Anually
Morgan Garcia,180118379,Faculty,Assistant Professor,Library,2019,Library Research Vault,03/30/2025 15:40:31,07/14/24 0:00:00,Associate Professor,0.75,no,yes,Anually
Cameron Garcia,125036247,Faculty,Professor,Mathematics,2021,Blackboard,03/26/2025 15:40:31,08/12/24 0:00:00,,0.73,yes,yes,Bianually
Cameron Garcia,125036247,Faculty,Professor,Mathematics,2021,Gradescope,04/16/2025 15:40:31,11/23/24 0:00:00,,0.73,no,no,Bianually
Cameron Garcia,125036247,Faculty,Professor,Mathematics,2021,MathNet Research DB,04/14/2025 15:40:31,09/16/24 0:00:00,,0.6,yes,yes,Anually
Alex Brown,109446902,Staff,Financial Aid Officer,Library,2023,Financial Aid System,04/17/2025 15:40:31,09/16/24 0:00:00,,0.31,no,no,Bianually
Alex Brown,109446902,Staff,Financial Aid Officer,Library,2023,Student Financial Records,03/31/2025 15:40:31,08/15/24 0:00:00,,0.67,yes,yes,Anually
Taylor Johnson,153506830,Faculty,Professor,Chemistry,2019,Blackboard,04/12/2025 15:40:31,08/01/24 0:00:00,,0.38,yes,no,Bianually
Taylor Johnson,153506830,Faculty,Professor,Chemistry,2019,Gradescope,04/20/2025 15:40:31,08/27/24 0:00:00,,0.37,no,yes,Bianually
Taylor Johnson,153506830,Faculty,Professor,Chemistry,2019,ChemResearch Archive,03/27/2025 15:40:31,08/08/24 0:00:00,,0.43,no,no,Anually
Cameron Lee,147739784,Undergraduate Student,Library Assistant,Engineering,2018,Library System Access,04/06/2025 15:40:31,10/05/24 0:00:00,,0.77,yes,yes,Anually
Cameron Lee,147739784,Undergraduate Student,Library Assistant,Engineering,2018,GSuite,04/02/2025 15:40:31,11/09/24 0:00:00,,0.86,yes,no,Bianually
Casey Smith,127166587,Faculty,Assistant Professor,IT,2024,Blackboard,03/28/2025 15:40:31,09/17/24 0:00:00,,0.5,yes,yes,Bianually
Casey Smith,127166587,Faculty,Assistant Professor,IT,2024,Gradescope,04/17/2025 15:40:31,12/15/24 0:00:00,,0.82,yes,yes,Anually
Casey Smith,127166587,Faculty,Assistant Professor,IT,2024,Tech Infrastructure DB,04/15/2025 15:40:31,11/28/24 0:00:00,,0.19,yes,no,Bianually
Jamie Smith,110603469,Undergraduate Student,Library Assistant,Computer Science,2019,Library System Access,03/27/2025 15:40:31,10/11/24 0:00:00,,0.04,yes,yes,Bianually
Jamie Smith,110603469,Undergraduate Student,Library Assistant,Computer Science,2019,GSuite,03/27/2025 15:40:31,06/28/24 0:00:00,Library Assistant,0.71,yes,no,Bianually
Morgan Martinez,192716673,Faculty,Assistant Professor,Library,2018,Blackboard,04/08/2025 15:40:31,08/08/24 0:00:00,,0.78,no,no,Bianually
Morgan Martinez,192716673,Faculty,Assistant Professor,Library,2018,Gradescope,03/30/2025 15:40:31,10/18/24 0:00:00,Assistant Professor,0.94,yes,no,Bianually
Morgan Martinez,192716673,Faculty,Assistant Professor,Library,2018,Library Research Vault,04/03/2025 15:40:31,12/26/24 0:00:00,Assistant Professor,0.53,yes,no,Bianually
Taylor Martinez,157744049,Staff,HR Coordinator,Physics,2023,HR Portal,04/14/2025 15:40:31,08/15/24 0:00:00,,0.68,yes,no,Bianually
Taylor Martinez,157744049,Staff,HR Coordinator,Physics,2023,Employee Records Access,04/02/2025 15:40:31,09/27/24 0:00:00,,0.04,no,no,Bianually
Jordan Smith,164461958,Graduate Student,Teaching Assistant,Human Resources,2023,Gradescope,04/08/2025 15:40:31,09/05/24 0:00:00,,0.36,no,no,Bianually
Jordan Smith,164461958,Graduate Student,Teaching Assistant,Human Resources,2023,Course Management System,03/31/2025 15:40:31,09/22/24 0:00:00,Teaching Assistant,0.86,no,yes,Anually
Taylor Garcia,115474973,Faculty,Associate Professor,Engineering,2019,Blackboard,03/28/2025 15:40:31,07/05/24 0:00:00,Associate Professor,0.35,no,yes,Anually
Taylor Garcia,115474973,Faculty,Associate Professor,Engineering,2019,Gradescope,03/25/2025 15:40:31,08/13/24 0:00:00,,0.49,yes,yes,Bianually
Taylor Garcia,115474973,Faculty,Associate Professor,Engineering,2019,EngiData Repository,04/14/2025 15:40:31,07/10/24 0:00:00,,0.58,yes,no,Anually
Taylor Lee,164577002,Graduate Student,Research Assistant,Human Resources,2023,HR Research Repository,03/29/2025 15:40:31,10/15/24 0:00:00,Teaching Assistant,0.86,yes,yes,Bianually
Taylor Lee,164577002,Graduate Student,Research Assistant,Human Resources,2023,GSuite,03/30/2025 15:40:31,11/06/24 0:00:00,,0.43,yes,no,Bianually
Taylor Smith,111535875,Staff,Financial Aid Officer,Physics,2020,Financial Aid System,03/22/2025 15:40:31,10/30/24 0:00:00,,0.34,yes,yes,Anually
Taylor Smith,111535875,Staff,Financial Aid Officer,Physics,2020,Student Financial Records,03/31/2025 15:40:31,11/04/24 0:00:00,,0.43,no,no,Anually
Morgan Martinez,159519951,Undergraduate Student,Library Assistant,Mathematics,2022,Library System Access,03/25/2025 15:40:31,08/12/24 0:00:00,Peer Tutor,0.04,yes,no,Anually
Morgan Martinez,159519951,Undergraduate Student,Library Assistant,Mathematics,2022,GSuite,03/30/2025 15:40:31,12/17/24 0:00:00,,0.6,yes,no,Bianually
Cameron Smith,171648538,Staff,Building Manager,Library,2019,Building Access,03/28/2025 15:40:31,09/09/24 0:00:00,,0.26,yes,no,Bianually
Cameron Smith,171648538,Staff,Building Manager,Library,2019,Maintenance System,04/02/2025 15:40:31,07/25/24 0:00:00,,0.47,no,yes,Anually
Jamie Smith,177177309,Graduate Student,Research Assistant,Mathematics,2020,MathNet Research DB,04/07/2025 15:40:31,11/24/24 0:00:00,Research Assistant,0.74,yes,yes,Anually
Jamie Smith,177177309,Graduate Student,Research Assistant,Mathematics,2020,GSuite,04/19/2025 15:40:31,12/09/24 0:00:00,,0.51,no,yes,Anually
Jamie Lee,107457630,Faculty,Professor,Finance,2021,Blackboard,04/06/2025 15:40:31,12/17/24 0:00:00,,0.65,no,no,Anually
Jamie Lee,107457630,Faculty,Professor,Finance,2021,Gradescope,04/13/2025 15:40:31,08/20/24 0:00:00,Assistant Professor,0.16,no,yes,Anually
Jamie Lee,107457630,Faculty,Professor,Finance,2021,EconoResearch Portal,04/16/2025 15:40:31,08/01/24 0:00:00,Professor,0.71,yes,yes,Bianually
Jamie Johnson,136816509,Faculty,Assistant Professor,IT,2021,Blackboard,03/22/2025 15:40:31,10/16/24 0:00:00,Professor,0.54,no,yes,Bianually
Jamie Johnson,136816509,Faculty,Assistant Professor,IT,2021,Gradescope,04/12/2025 15:40:31,01/01/25 0:00:00,Professor,0.63,no,yes,Anually
Jamie Johnson,136816509,Faculty,Assistant Professor,IT,2021,Tech Infrastructure DB,04/05/2025 15:40:31,07/11/24 0:00:00,,0.5,yes,no,Bianually
Casey Smith,156418937,Undergraduate Student,Lab Assistant,Human Resources,2024,Building Access,03/28/2025 15:40:31,09/15/24 0:00:00,,0.56,no,no,Bianually
Casey Smith,156418937,Undergraduate Student,Lab Assistant,Human Resources,2024,Lab Equipment Reservation,04/16/2025 15:40:31,11/22/24 0:00:00,,0.59,no,yes,Anually
Jordan Garcia,159829961,Undergraduate Student,Lab Assistant,Finance,2023,Building Access,04/06/2025 15:40:31,09/03/24 0:00:00,,0.43,no,yes,Bianually
Jordan Garcia,159829961,Undergraduate Student,Lab Assistant,Finance,2023,Lab Equipment Reservation,04/12/2025 15:40:31,09/24/24 0:00:00,,0.86,yes,no,Bianually
Casey Johnson,126788242,Graduate Student,Teaching Assistant,Library,2021,Gradescope,03/22/2025 15:40:31,07/29/24 0:00:00,,0.47,no,no,Bianually
Casey Johnson,126788242,Graduate Student,Teaching Assistant,Library,2021,Course Management System,04/08/2025 15:40:31,07/03/24 0:00:00,Teaching Assistant,0.21,no,no,Anually
Jordan Brown,134830344,Graduate Student,Research Assistant,Biology,2019,BioData Central,03/25/2025 15:40:31,07/21/24 0:00:00,,0.11,yes,no,Bianually
Jordan Brown,134830344,Graduate Student,Research Assistant,Biology,2019,GSuite,04/09/2025 15:40:31,11/03/24 0:00:00,,0.37,yes,yes,Bianually
Taylor Johnson,193944801,Undergraduate Student,Library Assistant,Engineering,2019,Library System Access,04/07/2025 15:40:31,09/18/24 0:00:00,Peer Tutor,0.39,yes,no,Bianually
Taylor Johnson,193944801,Undergraduate Student,Library Assistant,Engineering,2019,GSuite,04/19/2025 15:40:31,12/02/24 0:00:00,Peer Tutor,0.72,yes,no,Bianually
Alex Brown,145551950,Staff,HR Coordinator,Library,2023,HR Portal,04/20/2025 15:40:31,11/15/24 0:00:00,,0.57,yes,yes,Anually
Alex Brown,145551950,Staff,HR Coordinator,Library,2023,Employee Records Access,04/17/2025 15:40:31,10/08/24 0:00:00,Building Manager,0.47,yes,no,Bianually
Jamie Martinez,198763272,Staff,Financial Aid Officer,Finance,2021,Financial Aid System,04/10/2025 15:40:31,07/10/24 0:00:00,,0.75,yes,no,Bianually
Jamie Martinez,198763272,Staff,Financial Aid Officer,Finance,2021,Student Financial Records,04/15/2025 15:40:31,07/23/24 0:00:00,,0.34,no,yes,Bianually
Morgan Lee,120812915,Staff,IT Support,Engineering,2024,System Admin Portal,03/31/2025 15:40:31,07/02/24 0:00:00,,0.62,no,yes,Anually
Morgan Lee,120812915,Staff,IT Support,Engineering,2024,Network Access,04/14/2025 15:40:31,08/28/24 0:00:00,,0.68,yes,no,Anually
Cameron Johnson,199667938,Faculty,Associate Professor,Physics,2023,Blackboard,04/18/2025 15:40:31,08/07/24 0:00:00,,0.56,yes,yes,Bianually
Cameron Johnson,199667938,Faculty,Associate Professor,Physics,2023,Gradescope,04/16/2025 15:40:31,11/26/24 0:00:00,,0.26,no,no,Anually
Cameron Johnson,199667938,Faculty,Associate Professor,Physics,2023,Physix Data Core,04/20/2025 15:40:31,12/09/24 0:00:00,,0.49,no,yes,Bianually
Jamie Brown,169856272,Undergraduate Student,Peer Tutor,Human Resources,2019,Gradescope,04/09/2025 15:40:31,08/06/24 0:00:00,,0.47,yes,no,Bianually
Jamie Brown,169856272,Undergraduate Student,Peer Tutor,Human Resources,2019,Blackboard,04/05/2025 15:40:31,11/02/24 0:00:00,,0.64,no,yes,Bianually
Morgan Brown,140982767,Staff,IT Support,Physics,2018,System Admin Portal,04/19/2025 15:40:31,08/14/24 0:00:00,IT Support,0.42,yes,no,Bianually
Morgan Brown,140982767,Staff,IT Support,Physics,2018,Network Access,04/20/2025 15:40:31,09/01/24 0:00:00,,0.31,no,yes,Bianually
Cameron Smith,150823550,Faculty,Assistant Professor,Biology,2024,Blackboard,03/24/2025 15:40:31,11/12/24 0:00:00,,0.41,no,yes,Anually
Cameron Smith,150823550,Faculty,Assistant Professor,Biology,2024,Gradescope,04/18/2025 15:40:31,08/18/24 0:00:00,Associate Professor,0.83,no,yes,Bianually
Cameron Smith,150823550,Faculty,Assistant Professor,Biology,2024,BioData Central,04/11/2025 15:40:31,12/08/24 0:00:00,Associate Professor,0.54,no,no,Bianually
Cameron Brown,138786944,Faculty,Assistant Professor,Computer Science,2022,Blackboard,03/27/2025 15:40:31,06/28/24 0:00:00,Associate Professor,0.72,yes,no,Bianually
